Name,Completion Status,Platforms,Sources
Close to the Sun,2 - Not Played,PC (Windows),Steam
Closers,2 - Not Played,PC (Windows),Steam
Closure,2 - Not Played,PC (Windows),Steam
Closure,2 - Not Played,PlayStation 3,Standalone
Clothing Store Simulator: Prologue,2 - Not Played,PC (Windows),Steam
Cloudberry Kingdom,2 - Not Played,PlayStation 3,Standalone
Cloudpunk,2 - Not Played,PC (Windows),Steam
Clouds & Sheep 2,2 - Not Played,PC (Windows),Steam
CLOUDY WITH A CHANCE OF MEATBALLS,2 - Not Played,PlayStation 3,Standalone
Clouzy!,2 - Not Played,PC (Windows),Steam
Ｃｌｏｖｅｒ　Ｄａｙ’ｓ　～Ｍａｋｉｎｇ　ｆｏｒ　Ｈａｐｐｉｎｅｓｓ．～,2 - Not Played,PlayStation Vita,Standalone
Clu Clu Land,2 - Not Played,NES/Famicom,RetroAchievements
Clu Clu Land: Welcome to New Cluclu Land | Clu Clu Land D (FDS),2 - Not Played,NES/Famicom,RetroAchievements
Club Penguin: Elite Penguin Force,2 - Not Played,Nintendo DS,RetroAchievements
"Club Penguin: Elite Penguin Force - Herbert's Revenge",2 - Not Played,Nintendo DS,RetroAchievements
Clubhouse Games | 42 All-Time Classics,2 - Not Played,Nintendo DS,RetroAchievements
Clue/Cluedo,2 - Not Played,PC (Windows),Steam
Clue/Cluedo: The Classic Mystery Game,2 - Not Played,PC (Windows),Steam
"Clue: Parker Brothers' Classic Detective Game",2 - Not Played,SNES/Super Famicom,RetroAchievements
Clunky Hero,2 - Not Played,PC (Windows),Steam
Clustertruck,2 - Not Played,PC (Windows),Steam
Clutch,2 - Not Played,PC (Windows),Steam
Coal Mining Simulator: Prologue,2 - Not Played,PC (Windows),Steam
Cobalt WASD,2 - Not Played,PC (Windows),Steam
Cobra Command,2 - Not Played,NES/Famicom,RetroAchievements
Cobra Kai: The Karate Kid Saga Continues,2 - Not Played,PC (Windows),Steam
Cobra Triangle,2 - Not Played,NES/Famicom,RetroAchievements
Coca-Cola Kid,2 - Not Played,Game Gear,RetroAchievements
Cockpit,2 - Not Played,Interton VC 4000,RetroAchievements
Cockville,2 - Not Played,PC (Windows),Steam
Coconut Dodge,2 - Not Played,PlayStation Portable,RetroAchievements
Coconut Dodge Revitalised,2 - Not Played,PlayStation Vita,Standalone
Cocoron,2 - Not Played,NES/Famicom,RetroAchievements
Code Lyoko: Quest for Infinity,2 - Not Played,PlayStation Portable,RetroAchievements
Code Name: Viper,2 - Not Played,NES/Famicom,RetroAchievements
Code Vein,2 - Not Played,PC (Windows),Steam
Code: Realize ~Future Blessings~,2 - Not Played,PlayStation Vita,Standalone
Code: Realize ~Guardian of Rebirth~,2 - Not Played,PlayStation Vita,Standalone
Code：Realize ～Wintertide Miracles～,2 - Not Played,PlayStation Vita,Standalone
Code：Realize ～創世の姫君～,2 - Not Played,PlayStation Vita,Standalone
Code：Realize ～白銀の奇跡～,2 - Not Played,PlayStation Vita,Standalone
Code：Realize ～祝福の未来～,2 - Not Played,PlayStation Vita,Standalone
Codename CURE,2 - Not Played,PC (Windows),Steam
Codename Gordon,2 - Not Played,PC (Windows),Steam
Codename: Kids Next Door - Operation S.O.D.A.,2 - Not Played,Game Boy Advance,RetroAchievements
Codename: Kids Next Door - Operation: V.I.D.E.O.G.A.M.E.,2 - Not Played,PlayStation 2,RetroAchievements
Codename: Panzers - Cold War,2 - Not Played,PC (Windows),Steam
Codename: Panzers - Phase One,2 - Not Played,PC (Windows),Steam
Codename: Panzers - Phase Two,2 - Not Played,PC (Windows),Steam
Codename: Tenka | Lifeforce Tenka,2 - Not Played,PlayStation,RetroAchievements
Codex of Victory,2 - Not Played,PC (Windows),Steam
Coffee Shop Tycoon,2 - Not Played,PC (Windows),Steam
Coffee Talk,2 - Not Played,PC (Windows),Steam
Coin,2 - Not Played,PC (Windows),Steam
Coins Collector Simulator,2 - Not Played,PC (Windows),Steam
Cold Blooded Cube,7 - Cannot Play,PC (Windows),Steam
Cold Fear,2 - Not Played,PlayStation 2,RetroAchievements
Colin McRae Rally,2 - Not Played,PlayStation,RetroAchievements
Colin McRae Rally 2.0,2 - Not Played,PlayStation,RetroAchievements
Collar×Malice,2 - Not Played,PlayStation Vita,Standalone
Collar×Malice -Unlimited-,2 - Not Played,PlayStation Vita,Standalone
Collection of SaGa: Final Fantasy Legend,2 - Not Played,PC (Windows),Steam
Colony Wars: Vengeance,2 - Not Played,PlayStation,RetroAchievements
Color a Dinosaur,5 - Mastered,NES/Famicom,RetroAchievements
Color Guardians,2 - Not Played,PlayStation Vita,Standalone
Color Slayer,2 - Not Played,PlayStation Vita,Standalone
Colorful Logic,2 - Not Played,PlayStation,RetroAchievements
Colorful Logic 2,2 - Not Played,PlayStation,RetroAchievements
Colorful Logic 3,2 - Not Played,PlayStation,RetroAchievements
Colorgrid,2 - Not Played,PC (Windows),Steam
Coloring Game,4 - Beaten,PC (Windows),Steam
Coloring Game 2,5 - Mastered,PC (Windows),Steam
Coloring Game 3,3 - Tried,PC (Windows),Steam
Coloring Game 4,2 - Not Played,PC (Windows),Steam
Coloring Game: Little City,2 - Not Played,PC (Windows),Steam
Coloring Pixels,2 - Not Played,PC (Windows),Steam
Colors!,5 - Mastered,PC (Windows),Steam
Colors! Maze,5 - Mastered,PC (Windows),Steam
Colors! Maze 2,5 - Mastered,PC (Windows),Steam
Colt Canyon,2 - Not Played,PC (Windows),Steam
Columns,2 - Not Played,Game Gear,RetroAchievements
Columns,2 - Not Played,PC Engine/TurboGrafx-16,RetroAchievements
Columns,2 - Not Played,Genesis/Mega Drive,RetroAchievements
Columns III,2 - Not Played,Genesis/Mega Drive,RetroAchievements
Combat,2 - Not Played,Atari 2600,RetroAchievements
Combat Cars,2 - Not Played,Genesis/Mega Drive,RetroAchievements
Combat Master,2 - Not Played,PC (Windows),Steam
Combat Wings,2 - Not Played,PlayStation 3,Standalone
Comet-Crash,2 - Not Played,PlayStation 3,Standalone
Comix Zone,2 - Not Played,PlayStation 3,Standalone
Comix Zone,2 - Not Played,Genesis/Mega Drive,RetroAchievements
Comixxx Desires,5 - Mastered,PC (Windows),Steam
Comixxx Duality,5 - Mastered,PC (Windows),Steam
Comixxx Flirtatious,5 - Mastered,PC (Windows),Steam
Comixxx Memories,5 - Mastered,PC (Windows),Steam
Comixxx Strip,5 - Mastered,PC (Windows),Steam
Command & Conquer,2 - Not Played,Nintendo 64,RetroAchievements
"Command & Conquer 3: Kane's Wrath",2 - Not Played,PC (Windows),Steam
Command & Conquer 3: Tiberium Wars,2 - Not Played,PC (Windows),Steam
Command & Conquer 4 Tiberian Twilight,2 - Not Played,PC (Windows),Steam
Command & Conquer Red Alert 3,2 - Not Played,PlayStation 3,Standalone
"Command & Conquer Red Alert 3 Commander's Challenge",2 - Not Played,PlayStation 3,Standalone
Command & Conquer Remastered Collection,2 - Not Played,PC (Windows),Steam
Command & Conquer: Red Alert,2 - Not Played,PlayStation,RetroAchievements
Command & Conquer: Red Alert™ 2 and Yuri’s Revenge™,2 - Not Played,PC (Windows),Steam
"Command & Conquer: Red Alert™, Counterstrike™ and The Aftermath™",2 - Not Played,PC (Windows),Steam
Command & Conquer™ and The Covert Operations™,2 - Not Played,PC (Windows),Steam
Command & Conquer™ Generals Zero Hour,2 - Not Played,PC (Windows),Steam
Command & Conquer™ Tiberian Sun™ and Firestorm™,2 - Not Played,PC (Windows),Steam
Command & Conquer™: Generals,2 - Not Played,PC (Windows),Steam
Command & Conquer™: Renegade,2 - Not Played,PC (Windows),Steam
Command and Conquer: Red Alert 3,2 - Not Played,PC (Windows),Steam
Command and Conquer: Red Alert 3 - Uprising,2 - Not Played,PC (Windows),Steam
Command Ops 2,2 - Not Played,PC (Windows),Steam
Commander Keen,2 - Not Played,Game Boy Color,RetroAchievements
Commander Keen Complete Pack,2 - Not Played,PC (Windows),Steam
Commando,2 - Not Played,NES/Famicom,RetroAchievements
Commando,2 - Not Played,Intellivision,RetroAchievements
Commando,2 - Not Played,Atari 2600,RetroAchievements
Commandos 2: HD Remaster,2 - Not Played,PC (Windows),Steam
Commandos 2: Men of Courage,2 - Not Played,PC (Windows),Steam
Commandos 3: Destination Berlin,2 - Not Played,PC (Windows),Steam
Commandos: Behind Enemy Lines,2 - Not Played,PC (Windows),Steam
Commandos: Beyond the Call of Duty,2 - Not Played,PC (Windows),Steam
Commie Killer 2069,6 - No Achievements & Not Interested,PC (Windows),Steam
Commin 5 in 1,2 - Not Played,Mega Duck,RetroAchievements
Communist Mutants from Space,2 - Not Played,Atari 2600,RetroAchievements
Community Pom,2 - Not Played,PlayStation,RetroAchievements
Company of Crime,2 - Not Played,PC (Windows),Steam
Company of Heroes,2 - Not Played,PC (Windows),Steam
Company of Heroes 2,2 - Not Played,PC (Windows),Steam
Company of Heroes: Legacy Edition,2 - Not Played,PC (Windows),Steam
Company of Heroes: Opposing Fronts,2 - Not Played,PC (Windows),Steam
Company of Heroes: Tales of Valor,2 - Not Played,PC (Windows),Steam
Computer Golf | Golf,2 - Not Played,Magnavox Odyssey 2,RetroAchievements
Computer Intro | Computer Programmer,2 - Not Played,Magnavox Odyssey 2,RetroAchievements
Computer Repair Shop,2 - Not Played,PC (Windows),Steam
Computer the Golf,2 - Not Played,PC-8000/8800,RetroAchievements
Conan,2 - Not Played,NES/Famicom,RetroAchievements
Conan Chop Chop,2 - Not Played,PC (Windows),Steam
Conarium,2 - Not Played,PC (Windows),Steam
CONCEPTION II Children of the Seven Stars,2 - Not Played,PlayStation Vita,Standalone
CONCEPTIONⅡ　七星の導きとマズルの悪夢,2 - Not Played,PlayStation Vita,Standalone
Concordia: Digital Edition,2 - Not Played,PC (Windows),Steam
Confess My Love,2 - Not Played,PC (Windows),Steam
Conflict of Nations: World War 3,2 - Not Played,PC (Windows),Steam
Conflict: Denied Ops,2 - Not Played,PC (Windows),Steam
Conflict: Desert Storm II,2 - Not Played,PC (Windows),Steam
ConflictCraft,2 - Not Played,PC (Windows),Steam
ConflictCraft 2,2 - Not Played,PC (Windows),Steam
Conga,2 - Not Played,PlayStation Vita,Standalone
Conglomerate 451,2 - Not Played,PC (Windows),Steam
Congo - The Movie: The Lost City of Zinj,2 - Not Played,Saturn,RetroAchievements
Congo Bongo,2 - Not Played,SG-1000,RetroAchievements
Congo Bongo,2 - Not Played,Atari 2600,RetroAchievements
"Congo's Caper",2 - Not Played,SNES/Super Famicom,RetroAchievements
"Conker's Bad Fur Day",2 - Not Played,Nintendo 64,RetroAchievements
"Conker's Bad Fur Day [Subset - Bonus]",2 - Not Played,Nintendo 64,RetroAchievements
"Conker's Bad Fur Day [Subset - Multi]",2 - Not Played,Nintendo 64,RetroAchievements
"Conqueror's Blade",2 - Not Played,PC (Windows),Steam
"Conqueror's Blade",2 - Not Played,PC (Windows),Steam
Conquest of the Crystal Palace,2 - Not Played,NES/Famicom,RetroAchievements
Conquistadorio: Prologue,2 - Not Played,PC (Windows),Steam
Constant C,2 - Not Played,PlayStation 3,Standalone
Construction-Simulator 2015,2 - Not Played,PC (Windows),Steam
Constructor Classic 1997,6 - No Achievements & Not Interested,PC (Windows),Steam
Constructor Plus,2 - Not Played,PC (Windows),Steam
Contact,2 - Not Played,Nintendo DS,RetroAchievements
ContactS,2 - Not Played,PC (Windows),Steam
Contender,2 - Not Played,PlayStation,RetroAchievements
Contra,2 - Not Played,Arcade,RetroAchievements
Contra | Probotector,2 - Not Played,NES/Famicom,RetroAchievements
Contra | Probotector [Subset - Bonus],2 - Not Played,NES/Famicom,RetroAchievements
Contra | Probotector [Subset - Multi],2 - Not Played,NES/Famicom,RetroAchievements
Contra 4,2 - Not Played,Nintendo DS,RetroAchievements
Contra 4 [Subset - Classic Contra],2 - Not Played,Nintendo DS,RetroAchievements
Contra Advance: The Alien Wars EX,2 - Not Played,Game Boy Advance,RetroAchievements
Contra Anniversary Collection,2 - Not Played,PC (Windows),Steam
Contra Force,2 - Not Played,NES/Famicom,RetroAchievements
Contra III: The Alien Wars | Super Probotector: Alien Rebels,2 - Not Played,SNES/Super Famicom,RetroAchievements
Contra: Hard Corps,2 - Not Played,Genesis/Mega Drive,RetroAchievements
Contra: Shattered Soldier,2 - Not Played,PlayStation 2,RetroAchievements
Contra: The Alien Wars,2 - Not Played,Game Boy,RetroAchievements
Contract With The Devil,2 - Not Played,PC (Windows),Steam
Contraption Maker,2 - Not Played,PC (Windows),Steam
Contraptions,2 - Not Played,PlayStation Vita,Standalone
Contrast,2 - Not Played,PlayStation 3,Standalone
Contrast • JP,2 - Not Played,PlayStation 3,Standalone
Control Craft 2,2 - Not Played,PC (Windows),Steam
Control Craft 3,2 - Not Played,PC (Windows),Steam
Control Ultimate Edition,2 - Not Played,PC (Windows),Steam
Convoy,2 - Not Played,PC (Windows),Steam
"Cook, Serve, Delicious!",2 - Not Played,PC (Windows),Steam
"Cook, Serve, Delicious! 2!!",2 - Not Played,PC (Windows),Steam
"Cook, Serve, Delicious! 3?!",2 - Not Played,PC (Windows),Steam
Cookard,2 - Not Played,PC (Windows),Steam
Cookie Clicker,2 - Not Played,PC (Windows),Steam
Cookie Cutter,2 - Not Played,PC (Windows),Steam
Cookie Monster Munch,2 - Not Played,Atari 2600,RetroAchievements
Cooking Companions: Appetizer Edition,2 - Not Played,PC (Windows),Steam
Cooking Mama,2 - Not Played,Nintendo DS,RetroAchievements
Cooking Mama 2: Dinner with Friends,2 - Not Played,Nintendo DS,RetroAchievements
Cooking Mama 3: Shop & Chop,2 - Not Played,Nintendo DS,RetroAchievements
Cooking Simulator,2 - Not Played,PC (Windows),Steam
Cooking Trip,2 - Not Played,PC (Windows),Steam
Cooking Trip: New Challenge,2 - Not Played,PC (Windows),Steam
Cool Ball,2 - Not Played,Game Boy,RetroAchievements
Cool Boarders,2 - Not Played,PlayStation,RetroAchievements
Cool Boarders Pocket,2 - Not Played,Neo Geo Pocket,RetroAchievements
Cool Spot,2 - Not Played,SNES/Super Famicom,RetroAchievements
Cool Spot,2 - Not Played,Genesis/Mega Drive,RetroAchievements
Cool Spot,2 - Not Played,Master System,RetroAchievements
Cool World,2 - Not Played,SNES/Super Famicom,RetroAchievements
Cooperative Chess,2 - Not Played,PC (Windows),Steam
Cooties Attack!,2 - Not Played,Arduboy,RetroAchievements
Copy Kitty,2 - Not Played,PC (Windows),Steam
Coral Island,2 - Not Played,PC (Windows),Steam
Coraline,2 - Not Played,Nintendo DS,RetroAchievements
Core Defense,2 - Not Played,PC (Windows),Steam
Cornucopia,2 - Not Played,PC (Windows),Steam
Coromon,2 - Not Played,PC (Windows),Steam
Coron Land,2 - Not Played,SNES/Super Famicom,RetroAchievements
Coropata,2 - Not Played,Nintendo DS,RetroAchievements
CORPSE FACTORY,2 - Not Played,PC (Windows),Steam
Corpse Party,2 - Not Played,PlayStation Portable,RetroAchievements
Corpse Party BLOOD DRIVE | 콥스 파티 Blood Drive • KR,2 - Not Played,PlayStation Vita,Standalone
Corpse Party Blood Drive • EU,2 - Not Played,PlayStation Vita,Standalone
Corpse Party Blood Drive • NA,2 - Not Played,PlayStation Vita,Standalone
Corpse Party: Blood Drive | コープスパーティー Blood Drive • JP,2 - Not Played,PlayStation Vita,Standalone
Corpse Party: Book of Shadows,2 - Not Played,PlayStation Portable,RetroAchievements
Corridor Z,2 - Not Played,PlayStation Vita,Standalone
Cory in the House,2 - Not Played,Nintendo DS,RetroAchievements
Coryoon: Child of Dragon,2 - Not Played,PC Engine/TurboGrafx-16,RetroAchievements
Cosmic Adventure,2 - Not Played,Elektor TV Games Computer,RetroAchievements
Cosmic Ark,2 - Not Played,Atari 2600,RetroAchievements
Cosmic Avenger,2 - Not Played,ColecoVision,RetroAchievements
Cosmic Carnage,2 - Not Played,32X,RetroAchievements
Cosmic Chasm,2 - Not Played,Vectrex,RetroAchievements
Cosmic Fantasy 2,2 - Not Played,PC Engine CD/TurboGrafx-CD,RetroAchievements
Cosmic Fantasy: Bouken Shounen Yuu,2 - Not Played,PC Engine CD/TurboGrafx-CD,RetroAchievements
Cosmic Osmo and the Worlds Beyond the Mackerel,2 - Not Played,PC (Windows),Steam
Cosmic Smash,2 - Not Played,Dreamcast,RetroAchievements
Cosmic Star Heroine,2 - Not Played,PC (Windows),Steam
Cosmic Star Heroine,2 - Not Played,PlayStation Vita,Standalone
CosmicBreak Universal,2 - Not Played,PC (Windows),Steam
Cosmo Gang: The Puzzle,2 - Not Played,SNES/Super Famicom,RetroAchievements
Cosmo Gang: The Video,2 - Not Played,SNES/Super Famicom,RetroAchievements
Cosmo Gang: The Video [Subset - Multi],2 - Not Played,SNES/Super Famicom,RetroAchievements
Cosmo Police Galivan,2 - Not Played,NES/Famicom,RetroAchievements
Cosmo Police Galivan II: Arrow of Justice,2 - Not Played,SNES/Super Famicom,RetroAchievements
Cosmoblaster Exodia,2 - Not Played,PC (Windows),Steam
Cosmophony,2 - Not Played,PlayStation 3,Standalone
Cosmophony,2 - Not Played,PlayStation Vita,Standalone
Cossacks 3,2 - Not Played,PC (Windows),Steam
Cossacks II: Battle for Europe,2 - Not Played,PC (Windows),Steam
Cossacks II: Napoleonic Wars,2 - Not Played,PC (Windows),Steam
Cossacks: Back to War,2 - Not Played,PC (Windows),Steam
Cossacks: European Wars,2 - Not Played,PC (Windows),Steam
Cossacks: The Art of War,2 - Not Played,PC (Windows),Steam
Costume Quest,2 - Not Played,PlayStation 3,Standalone
Costume Quest 2,2 - Not Played,PlayStation 3,Standalone
Cotropitorii,2 - Not Played,PC (Windows),Steam
Cotton 100%: Marchen Adventure,2 - Not Played,SNES/Super Famicom,RetroAchievements
Cotton 2: Magical Night Dreams,2 - Not Played,Saturn,RetroAchievements
Cotton 2: Magical Night Dreams [Subset - Multi],2 - Not Played,Saturn,RetroAchievements
Cotton: Fantastic Night Dreams,2 - Not Played,PC Engine CD/TurboGrafx-CD,RetroAchievements
Cotton: Fantastic Night Dreams,2 - Not Played,Arcade,RetroAchievements
Cotton: Fantastic Night Dreams,2 - Not Played,Neo Geo Pocket,RetroAchievements
Countdown Vampires,2 - Not Played,PlayStation,RetroAchievements
Counter Terrorist Agency,2 - Not Played,PC (Windows),Steam
Counterpact,2 - Not Played,PC (Windows),Steam
CounterSide,6 - No Achievements & Not Interested,PC (Windows),Steam
CounterSpy,2 - Not Played,PlayStation 3,Standalone
CounterSpy,2 - Not Played,PlayStation Vita,Standalone
Counter-Strike,2 - Not Played,PC (Windows),Steam
Counter-Strike Nexon: Studio,2 - Not Played,PC (Windows),Steam
Counter-Strike: Condition Zero,2 - Not Played,PC (Windows),Steam
Counter-Strike: Condition Zero - Deleted Scenes,2 - Not Played,PC (Windows),Steam
Counter-Strike: Global Offensive,2 - Not Played,PlayStation 3,Standalone
Counter-Strike: Global Offensive,2 - Not Played,PC (Windows),Steam
Counter-Strike: Source,2 - Not Played,PC (Windows),Steam
Couple in Trouble,2 - Not Played,PC (Windows),Steam
Cowboy Bebop,2 - Not Played,PlayStation,RetroAchievements
Cowboy Girl,2 - Not Played,PC (Windows),Steam
Cowboy Kid,2 - Not Played,NES/Famicom,RetroAchievements
Cozy Grove,2 - Not Played,PC (Windows),Steam
Crab Champions,2 - Not Played,PC (Windows),Steam
Crab Dub,5 - Mastered,PC (Windows),Steam
Crab Game,2 - Not Played,PC (Windows),Steam
Cracking the Cryptic,6 - No Achievements & Not Interested,PC (Windows),Steam
Crackout,2 - Not Played,NES/Famicom,RetroAchievements
Crackpots,2 - Not Played,Atari 2600,RetroAchievements
Craft The World,2 - Not Played,PC (Windows),Steam
Crafting Idle Clicker,2 - Not Played,PC (Windows),Steam
Crafty Survivors,2 - Not Played,PC (Windows),Steam
Crash Bandicoot,4 - Beaten,PlayStation,RetroAchievements
Crash Bandicoot 2: Cortex Strikes Back,4 - Beaten,PlayStation,RetroAchievements
Crash Bandicoot 2: N-Tranced,2 - Not Played,Game Boy Advance,RetroAchievements
Crash Bandicoot 3: Warped,4 - Beaten,PlayStation,RetroAchievements
Crash Bandicoot 3: Warped [Subset - Developer Times],2 - Not Played,PlayStation,RetroAchievements
Crash Bandicoot 4: It’s About Time,4 - Beaten,PC (Windows),Steam
Crash Bandicoot Blast!,2 - Not Played,Game Boy Advance,RetroAchievements
